AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Unhealthy,2,25,6,151
Good,1,18,1,50
Unhealthy,3,86,5,169
Unhealthy,4,46,7,158
Moderate,1,46,0,79
Unhealthy,2,28,3,152
Unhealthy,2,31,6,154
Moderate,2,14,4,86
Moderate,2,20,4,77
Unhealthy,2,48,2,161
Moderate,1,30,3,84
Good,1,19,0,43
Good,0,36,0,12
Good,0,24,0,10
Unhealthy,4,18,18,153
Moderate,3,46,1,94
Good,1,3,0,48
Unhealthy for Sensitive Groups,2,36,5,111
Good,1,41,0,14
Moderate,1,33,1,54
Good,1,42,1,42
Good,1,41,0,47
Moderate,1,59,0,63
Unhealthy,4,21,10,154
Moderate,1,54,0,57
Good,1,11,0,29
Good,0,39,0,16
Moderate,1,40,0,55
Moderate,1,51,2,38
Moderate,1,48,3,57
Moderate,1,55,0,69
Moderate,1,40,1,54
Good,1,21,1,45
Good,1,44,0,43
Unhealthy,5,27,9,152
Moderate,1,16,0,55
Unhealthy,2,73,2,154
Good,1,42,0,18
Moderate,1,55,0,57
Unhealthy for Sensitive Groups,2,30,1,119
Good,1,20,0,40
Moderate,2,26,9,92
Moderate,1,23,1,64
Good,1,21,0,33
Good,0,29,0,16
Good,0,23,0,28
Moderate,1,60,0,50
Good,1,37,0,32
Good,1,41,0,15
Good,1,42,0,26
Good,1,29,2,37
Moderate,1,26,0,59
Moderate,1,69,0,75
Good,0,21,8,18
Unhealthy,3,40,3,154
Unhealthy for Sensitive Groups,2,39,4,135
Moderate,1,32,1,51
Unhealthy,2,31,8,153
Good,1,39,0,18
Moderate,1,44,2,70
Good,1,30,0,8
Very Unhealthy,19,0,58,283
Good,0,34,0,28
Unhealthy,10,5,27,188
Good,1,33,0,39
Good,1,35,2,32
Good,1,41,0,33
Good,1,39,0,42
Moderate,1,39,1,56
Moderate,1,44,0,67
Good,1,43,0,23
Moderate,1,32,4,52
Good,1,39,0,21
Moderate,1,66,1,20
Moderate,1,33,0,68
Unhealthy,7,52,18,155
Good,1,31,4,46
Unhealthy,4,29,9,152
Good,1,32,1,36
Good,1,45,0,32
Moderate,1,21,1,57
Moderate,1,47,0,78
Good,1,15,1,24
Good,1,38,0,30
Moderate,2,37,4,71
Good,1,27,1,39
Unhealthy,6,7,21,170
Moderate,2,2,2,67
Good,1,19,1,49
Moderate,1,22,2,66
Moderate,1,68,0,41
Unhealthy,3,38,6,161
Unhealthy,5,26,11,164
Moderate,1,37,1,52
Moderate,3,24,15,95
Moderate,2,29,8,73
Good,1,38,0,35
Good,1,37,2,26
Good,1,38,0,43
Good,1,43,0,12
Moderate,2,21,4,71
Good,1,40,0,29
Moderate,1,37,1,52
Moderate,1,49,0,57
Good,1,43,0,44
Unhealthy for Sensitive Groups,3,25,17,102
Unhealthy,9,44,27,170
Good,1,45,0,41
Moderate,1,46,1,56
Moderate,1,14,5,63
Good,1,29,6,46
Moderate,1,45,0,69
Moderate,1,21,0,55
Unhealthy,4,45,9,158
Good,1,31,2,33
Unhealthy for Sensitive Groups,3,6,24,130
Good,1,48,1,26
Good,0,22,3,33
Moderate,1,24,0,57
Unhealthy,2,47,3,162
Good,0,23,0,22
Moderate,2,26,4,96
Good,1,10,0,21
Good,0,20,0,29
Good,0,24,1,22
Good,1,29,0,8
Unhealthy,3,33,7,151
Good,1,33,1,28
Unhealthy,2,23,8,159
Unhealthy for Sensitive Groups,2,15,1,118
Good,1,40,1,32
Good,1,21,0,40
Good,0,22,0,34
Unhealthy,5,20,10,161
Moderate,2,24,12,80
Moderate,1,25,2,51
Moderate,1,36,2,59
Moderate,1,41,0,72
Unhealthy,5,47,10,178
Moderate,2,19,2,66
Moderate,1,20,0,55
Good,1,34,0,15
Moderate,1,59,0,46
Unhealthy,1,27,1,161
Unhealthy for Sensitive Groups,1,24,2,146
Moderate,1,72,1,65
Good,1,43,0,10
Moderate,1,63,0,89
Moderate,1,46,1,58
Good,1,40,2,34
Unhealthy,1,45,0,165
Good,1,41,0,15
Moderate,1,47,1,68
Good,1,41,0,11
Moderate,1,41,1,70
Moderate,1,68,0,54
Moderate,1,62,0,50
Good,0,25,0,21
Unhealthy for Sensitive Groups,1,37,2,145
Good,1,50,2,50
Moderate,1,20,2,62
Moderate,1,49,0,52
Moderate,1,38,2,51
Good,1,19,2,35
Moderate,1,47,1,55
Good,0,25,0,34
Unhealthy for Sensitive Groups,3,29,0,135
Good,1,36,0,6
Unhealthy,5,15,11,158
Good,1,27,0,50
Good,1,16,0,44
Moderate,3,30,2,92
Good,0,25,0,25
Good,1,33,3,47
Unhealthy for Sensitive Groups,5,79,10,118
Moderate,1,28,7,54
Moderate,1,85,0,37
Moderate,1,47,3,53
Moderate,1,22,5,52
Good,1,42,2,44
Moderate,1,64,0,68
Good,1,4,0,10
Good,1,15,0,21
Good,1,12,1,50
Unhealthy,2,28,4,156
Unhealthy,5,89,15,157
Moderate,0,33,0,56
Unhealthy,2,122,3,155
Good,1,17,1,40
Good,0,22,0,21
Good,1,23,0,44
Moderate,1,20,3,89
Unhealthy,9,5,23,192
Unhealthy,2,63,2,159
Moderate,1,35,3,88
Good,1,41,0,39
Unhealthy for Sensitive Groups,3,15,20,105
Good,1,38,2,49
Moderate,1,47,0,77
Good,1,4,0,44
Good,1,49,0,11
Moderate,1,23,0,73
Moderate,2,17,4,75
Unhealthy for Sensitive Groups,0,35,1,116
Moderate,2,41,7,82
Good,1,39,0,35
Good,1,18,0,32
Good,1,32,4,49
Unhealthy for Sensitive Groups,3,4,12,133
Moderate,1,14,0,75
Moderate,1,62,0,67
Good,1,39,0,29
Good,0,41,0,19
Good,1,31,4,40
Moderate,2,32,0,61
Moderate,2,24,12,81
Moderate,1,66,0,47
Good,1,26,0,49
Good,0,22,0,19
Moderate,1,49,3,77
Unhealthy,3,17,7,162
Moderate,0,28,0,83
Unhealthy for Sensitive Groups,3,29,7,101
Unhealthy,2,54,1,157
Unhealthy,3,10,16,150
Moderate,1,24,1,58
Moderate,1,42,1,58
Moderate,1,59,0,52
Moderate,1,54,0,42
Good,1,39,1,32
Moderate,1,16,0,52
Moderate,1,80,1,25
Good,0,22,0,14
Moderate,1,51,0,39
Moderate,1,38,2,53
Unhealthy,2,32,2,154
Moderate,3,35,3,95
Moderate,1,27,2,59
Good,2,26,7,50
Moderate,1,19,1,56
Unhealthy,4,39,10,159
Moderate,1,25,0,55
Good,1,38,1,32
Unhealthy,2,32,2,174
Unhealthy,1,25,5,158
Unhealthy,4,35,8,150
Unhealthy,4,51,7,162
Unhealthy,4,45,9,173
Good,1,15,1,40
Good,2,18,1,33
Moderate,1,56,1,26
Moderate,1,51,0,64
Good,1,20,0,21
Good,1,47,0,50
Moderate,0,38,0,54
Moderate,1,46,0,73
Moderate,1,18,3,53
Unhealthy,3,24,10,150
Moderate,1,27,2,73
Moderate,1,44,1,55
Good,1,34,1,40
Moderate,1,45,0,53
Moderate,1,44,1,64
Unhealthy for Sensitive Groups,0,28,0,110
Good,1,6,0,42
Good,1,21,0,50
Good,1,44,0,42
Good,0,26,0,9
Unhealthy,3,7,11,152
Good,1,20,0,43
Moderate,1,42,1,56
Good,0,20,0,23
Moderate,1,35,3,51
Good,0,24,0,31
Moderate,1,83,0,35
Good,1,42,0,37
Good,0,8,0,14
Moderate,1,55,0,66
Good,1,49,0,40
Hazardous,28,0,64,386
Good,1,18,7,37
Good,1,40,0,11
Moderate,1,51,1,39
Unhealthy for Sensitive Groups,3,15,20,113
Moderate,1,66,0,81
Good,1,41,0,19
Unhealthy for Sensitive Groups,1,43,0,105
Unhealthy for Sensitive Groups,3,13,9,139
Moderate,1,58,0,58
Moderate,1,27,0,56
Good,0,26,0,26
Good,1,17,2,34
Good,0,29,0,34
Moderate,1,17,0,53
Moderate,1,25,3,51
Moderate,1,45,0,52
Moderate,1,35,2,58
Unhealthy,2,48,1,151
Moderate,1,67,0,21
Good,0,16,0,26
Moderate,2,20,4,54
Unhealthy for Sensitive Groups,3,30,8,136
Unhealthy for Sensitive Groups,2,27,4,121
Good,1,45,1,25
Moderate,1,65,0,66
Moderate,1,60,0,58
Good,0,33,0,27
Moderate,1,20,0,53
Moderate,0,22,1,51
Moderate,1,27,6,53
Unhealthy for Sensitive Groups,2,11,6,101
Moderate,1,21,1,86
Unhealthy for Sensitive Groups,4,20,8,124
Unhealthy for Sensitive Groups,1,23,1,111
Good,1,28,5,44
Moderate,1,29,0,54
Good,1,40,0,26
Good,1,45,5,40
Moderate,1,44,0,54
Moderate,1,48,0,83
Moderate,2,16,0,70
Good,1,38,1,37
Unhealthy,4,12,28,152
Good,0,33,0,25
Moderate,1,32,1,52
Moderate,1,24,0,64
Good,1,50,1,38
Good,1,36,0,33
Good,1,32,0,24
Moderate,1,21,0,54
Good,0,27,1,34
Moderate,1,72,1,23
Good,1,42,0,22
Unhealthy for Sensitive Groups,1,42,0,106
Moderate,1,65,0,50
Moderate,1,56,0,57
Good,1,31,1,47
Moderate,1,55,0,58
Good,1,50,1,38
Unhealthy for Sensitive Groups,3,30,12,133
Unhealthy for Sensitive Groups,5,72,11,139
Moderate,2,31,5,69
Good,1,37,2,49
Moderate,1,25,0,54
Good,1,39,0,17
Moderate,1,54,0,69
Good,0,15,0,14
Unhealthy,5,49,7,169
Moderate,1,62,0,67
Moderate,1,61,0,66
Moderate,1,56,0,65
Good,1,21,0,36
Good,0,23,0,14
Moderate,2,19,7,98
Moderate,1,66,0,55
Good,0,24,0,15
Good,1,19,0,35
Moderate,1,38,0,87
Moderate,1,67,0,87
Good,1,41,0,48
Good,1,38,1,45
Moderate,2,23,2,65
Good,1,32,0,22
Good,1,38,2,41
Moderate,1,26,10,52
Good,1,31,4,35
Unhealthy,5,4,21,189
Moderate,1,30,3,53
Good,1,37,0,9
Unhealthy,5,172,1,154
Moderate,2,18,1,82
Good,1,17,0,48
Moderate,1,49,0,84
Good,1,34,5,34
Unhealthy,5,50,15,164
Moderate,2,6,18,68
Moderate,0,22,0,63
Moderate,1,26,5,51
Moderate,1,18,3,55
Unhealthy for Sensitive Groups,4,8,13,121
Good,1,37,1,16
Unhealthy,2,129,0,187
Good,1,32,2,24
Unhealthy for Sensitive Groups,3,140,2,85
Moderate,1,25,5,58
Good,1,3,0,19
Good,1,40,2,48
Unhealthy,3,125,3,169
Moderate,2,20,4,96
Moderate,2,33,6,71
Good,1,35,1,35
Moderate,2,11,4,54
Good,2,37,5,28
Moderate,2,41,0,68
Moderate,1,64,0,66
Moderate,1,62,0,63
Good,0,24,0,27
Moderate,1,13,12,66
Moderate,1,17,4,77
Moderate,1,24,2,68
Good,0,10,0,25
Moderate,1,40,0,51
Unhealthy,4,15,23,150
Moderate,1,31,0,51
Unhealthy for Sensitive Groups,4,3,6,109
Moderate,1,67,0,93
Unhealthy,5,29,13,162
Moderate,1,23,0,67
Good,1,30,2,28
Moderate,1,55,0,63
Moderate,1,41,0,55
Moderate,1,38,2,51
Good,1,24,4,46
Good,1,41,0,16
Moderate,2,21,2,88
Good,1,27,0,28
Moderate,1,45,0,65
Moderate,1,53,0,62
Good,1,42,1,17
Good,2,25,8,36
Moderate,1,50,0,63
Moderate,1,30,0,54
Good,1,38,0,43
Good,0,41,1,21
Moderate,1,69,0,82
Good,1,40,0,8
Unhealthy for Sensitive Groups,3,14,12,140
Good,1,35,1,30
Moderate,1,28,3,70
Good,1,30,0,20
Good,1,32,4,42
Moderate,2,26,6,70
Unhealthy,6,72,19,166
Unhealthy,5,37,20,178
Good,0,26,0,30
Unhealthy,1,26,2,158
Good,1,41,0,34
Good,1,35,0,6
Unhealthy for Sensitive Groups,3,7,26,136
Moderate,1,31,12,67
Moderate,1,23,2,57
Unhealthy,2,125,5,159
Good,1,35,3,37
Moderate,1,54,0,67
Moderate,1,30,2,53
Moderate,1,42,1,55
Good,1,35,0,26
Good,0,23,0,29
Good,1,43,0,24
Moderate,1,7,2,57
Moderate,1,20,0,53
Good,0,18,0,32
Unhealthy for Sensitive Groups,2,26,8,144
Unhealthy for Sensitive Groups,3,22,22,106
Moderate,1,72,0,75
Moderate,1,69,0,55
Unhealthy,3,55,6,160
Moderate,1,30,0,53
Good,0,17,0,23
Moderate,1,13,6,62
Moderate,1,21,1,67
Good,0,26,0,23
Unhealthy for Sensitive Groups,1,19,4,100
Good,1,30,10,45
Moderate,2,4,10,91
Unhealthy for Sensitive Groups,2,108,4,100
Moderate,1,36,6,61
Moderate,3,14,2,63
Good,1,7,1,16
Moderate,1,15,0,66
Moderate,1,39,1,76
Unhealthy for Sensitive Groups,2,93,1,104
Moderate,1,46,1,53
Moderate,2,33,11,63
Unhealthy,5,5,19,180
Moderate,2,29,8,59
Good,1,0,4,27
Moderate,2,30,8,75
Good,1,19,2,50
Moderate,2,45,4,58
Unhealthy for Sensitive Groups,1,23,2,132
Good,1,16,1,33
Good,0,14,0,12
Good,1,31,3,37
Moderate,2,23,2,61
Moderate,1,33,2,81
Moderate,3,88,1,62
Unhealthy for Sensitive Groups,0,25,0,139
Moderate,0,22,0,80
Moderate,1,37,4,74
Moderate,2,20,6,73
Good,1,29,0,49
Good,1,31,3,20
Moderate,2,36,5,59
Good,1,31,5,36
Moderate,1,34,2,57
Unhealthy for Sensitive Groups,1,41,0,130
Moderate,1,40,0,54
Moderate,3,6,35,84
Moderate,2,26,17,71
Unhealthy,1,32,0,152
Unhealthy,4,168,1,165
Good,1,37,2,14
Moderate,3,10,18,76
Good,1,35,0,40
Moderate,2,29,14,62
Moderate,2,45,4,61
Unhealthy,4,188,1,185
Good,0,34,1,18
Moderate,1,32,0,51
Moderate,1,37,1,61
Good,1,40,0,19
Good,2,40,2,35
Good,1,36,3,26
Moderate,1,54,1,94
Moderate,2,4,6,64
Moderate,1,30,1,69
Moderate,1,42,1,85
Good,1,42,0,11
Good,1,28,8,34
Moderate,2,15,6,92
Good,0,24,0,49
Good,1,37,1,43
Moderate,2,10,4,56
Unhealthy for Sensitive Groups,3,6,13,100
Moderate,2,7,6,75
Good,1,11,1,41
Unhealthy for Sensitive Groups,3,5,13,144
Good,1,40,0,46
Moderate,2,36,8,73
Moderate,2,30,0,87
Very Unhealthy,1,55,0,214
Good,1,36,2,16
Moderate,1,45,2,58
Unhealthy,11,26,6,150
Unhealthy,3,118,1,154
Moderate,1,37,2,82
Good,0,24,0,35
Unhealthy,3,152,4,113
Very Unhealthy,1,40,0,297
Unhealthy,4,141,2,157
Good,0,17,2,38
Unhealthy for Sensitive Groups,2,11,8,134
Moderate,2,3,6,71
Moderate,2,2,4,55
Good,1,33,0,11
Moderate,3,36,1,86
Moderate,1,44,4,61
Very Unhealthy,1,35,0,225
Moderate,1,17,2,62
Good,1,35,1,36
Good,0,32,2,15
Good,1,39,6,43
Moderate,2,40,1,83
Good,0,33,0,14
Good,1,16,10,33
Moderate,1,42,0,67
Moderate,1,34,2,64
Moderate,2,10,14,52
Moderate,1,18,4,89
Good,1,44,0,36
Good,1,38,1,24
Moderate,1,50,1,56
Good,1,19,1,48
Moderate,1,23,5,67
Moderate,1,26,1,69
Moderate,2,62,4,77
Good,1,25,2,15
Moderate,1,35,0,70
Moderate,1,19,0,57
Good,1,36,1,42
Moderate,1,32,0,60
Moderate,2,29,7,75
Moderate,1,39,0,57
Unhealthy,4,179,1,199
Unhealthy,2,135,1,188
Good,1,14,1,49
Moderate,1,45,0,56
Moderate,2,30,7,63
Unhealthy,3,162,1,154
Good,2,24,7,49
Moderate,1,45,1,58
Moderate,1,17,2,61
Good,1,15,0,34
Moderate,0,19,0,53
Good,0,12,1,20
Good,1,19,0,11
Good,0,15,0,17
Good,1,31,3,43
Good,1,34,0,22
Good,2,48,0,40
Moderate,2,18,3,68
Good,1,44,1,50
Moderate,1,30,2,54
Moderate,1,33,0,68
Moderate,1,33,2,85
Good,1,10,2,43
Moderate,1,43,1,56
Unhealthy,1,36,0,197
Moderate,1,35,2,78
Moderate,1,9,4,66
Good,1,36,1,11
Good,0,35,0,25
Good,1,27,5,44
Moderate,1,41,1,88
Good,0,13,1,30
Moderate,2,20,7,75
Good,0,9,0,12
Moderate,2,42,5,79
Moderate,1,12,10,59
Good,1,43,3,49
Moderate,1,39,0,52
Good,1,26,1,27
Moderate,2,32,9,64
Unhealthy for Sensitive Groups,1,18,3,100
Moderate,2,5,4,62
Moderate,1,31,0,94
Moderate,1,45,1,95
Good,1,17,2,46
Good,1,1,2,42
Unhealthy for Sensitive Groups,0,23,0,109
Good,0,20,0,27
Good,1,32,6,41
Moderate,1,45,1,54
Unhealthy for Sensitive Groups,1,24,0,102
Moderate,1,23,3,64
Good,1,40,0,15
Moderate,1,27,3,57
Moderate,1,35,2,88
Moderate,3,74,2,63
Moderate,1,45,0,58
Moderate,2,32,7,62
Moderate,0,24,0,51
Good,1,37,1,35
Moderate,1,31,1,84
Moderate,1,23,5,63
Good,1,35,3,22
Moderate,1,42,0,75
Good,1,30,1,23
Moderate,2,0,8,71
Moderate,1,27,5,59
Moderate,1,36,1,77
Moderate,1,46,0,73
Moderate,2,22,1,87
Unhealthy for Sensitive Groups,2,82,0,105
Moderate,2,42,0,70
Unhealthy,4,158,1,150
Good,0,34,0,14
Unhealthy,2,120,0,162
Good,1,31,0,37
Moderate,2,19,17,65
Good,1,31,2,25
Good,1,7,2,50
Good,1,35,0,28
Good,0,16,0,30
Good,1,35,1,20
Unhealthy for Sensitive Groups,2,47,2,128
Moderate,1,65,0,68
Moderate,1,80,1,45
Moderate,1,39,4,52
Moderate,1,57,1,96
Moderate,1,44,2,72
Moderate,1,66,0,60
Good,1,40,1,44
Good,1,41,0,47
Moderate,1,57,1,70
Unhealthy for Sensitive Groups,1,49,0,101
Good,1,39,0,44
Good,1,21,0,36
Good,1,32,3,42
Good,1,37,1,27
Good,1,29,1,34
Good,1,28,1,49
Moderate,1,65,0,88
Moderate,1,60,1,50
Good,0,16,0,33
Good,1,22,2,48
Moderate,1,47,0,61
Good,1,23,0,25
Moderate,1,78,0,40
Unhealthy for Sensitive Groups,4,47,5,146
Good,1,6,0,32
Moderate,2,17,1,85
Good,1,26,0,47
Unhealthy,6,21,15,166
Unhealthy,6,43,13,182
Good,1,30,0,30
Moderate,1,52,1,63
Good,1,41,0,40
Good,1,7,0,24
Moderate,1,26,1,59
Moderate,1,56,0,66
Good,1,42,1,33
Moderate,1,49,0,54
Moderate,1,43,0,65
Moderate,1,41,1,56
Good,1,40,0,19
Good,0,25,0,47
Good,1,29,0,12
Moderate,1,21,0,55
Good,1,34,1,48
Moderate,2,30,4,99
Good,1,35,1,48
Moderate,2,7,8,98
Unhealthy for Sensitive Groups,3,18,7,135
Good,1,45,0,22
Moderate,1,45,2,52
Good,1,13,0,38
Very Unhealthy,12,1,28,222
Good,1,37,0,44
Moderate,1,58,2,56
Moderate,1,45,0,51
Unhealthy for Sensitive Groups,1,34,1,136
Good,1,42,0,13
Good,1,42,0,39
Good,1,41,1,46
Moderate,1,26,1,63
Moderate,1,22,4,65
Moderate,2,21,4,82
Moderate,1,56,0,69
Moderate,1,47,0,69
Good,1,48,3,40
Moderate,2,24,1,94
Good,1,44,0,37
Good,2,29,3,17
Good,1,28,1,23
Good,1,29,0,29
Unhealthy for Sensitive Groups,3,35,5,146
Good,1,29,0,32
Good,0,23,0,22
Moderate,2,17,5,79
Unhealthy,5,49,13,174
Good,0,41,0,45
Unhealthy for Sensitive Groups,1,30,12,124
Good,1,38,1,45
Good,1,17,1,17
Unhealthy,10,6,20,193
Good,0,23,0,10
Good,1,28,6,35
Good,1,23,1,33
Moderate,2,18,4,75
Moderate,1,73,0,40
Unhealthy,4,107,4,192
Unhealthy for Sensitive Groups,1,32,1,114
Moderate,3,13,25,95
Moderate,1,24,5,52
Unhealthy,4,18,7,163
Moderate,3,39,2,83
Moderate,2,69,1,50
Moderate,3,48,5,98
Good,1,33,2,32
Unhealthy,5,195,4,165
Unhealthy for Sensitive Groups,1,40,1,101
Moderate,1,15,2,57
Good,1,30,3,20
Good,1,6,1,27
Unhealthy for Sensitive Groups,4,2,9,125
Good,1,39,1,37
Moderate,2,22,13,62
Unhealthy,3,146,0,166
Moderate,2,17,18,71
Moderate,1,40,3,63
Unhealthy,3,117,1,155
Good,0,33,1,31
Unhealthy,1,90,1,189
Moderate,2,27,14,60
Hazardous,1,55,0,464
Good,1,44,4,45
Good,0,33,1,38
Moderate,1,20,9,52
Moderate,1,36,4,63
Good,0,30,1,30
Moderate,1,11,12,52
Good,0,29,1,28
Good,1,40,0,23
Good,0,32,1,35
Good,1,10,1,25
Good,1,17,11,48
Good,1,41,1,26
Moderate,2,9,5,67
Moderate,2,34,7,60
Moderate,1,28,0,59
Good,1,25,3,27
Moderate,1,20,6,59
Good,1,20,6,44
Good,1,11,11,40
Good,1,36,1,25
Good,1,34,1,27
Good,0,19,0,23
Good,1,26,3,35
Good,1,23,7,20
Moderate,0,28,0,58
Good,0,32,1,31
Moderate,1,38,4,70
Unhealthy,1,39,1,185
Good,1,8,2,29
Good,0,33,0,7
Unhealthy,1,114,1,151
Good,0,27,2,36
Unhealthy,6,15,3,166
Good,0,22,0,44
Good,0,15,0,21
Unhealthy,1,46,0,162
Moderate,2,4,0,53
Good,2,18,1,39
Moderate,1,20,8,69
Moderate,1,35,1,66
Good,1,30,1,41
Moderate,1,10,0,52
Moderate,1,24,5,52
Good,1,43,1,34
Good,1,23,2,31
Moderate,2,74,0,84
Moderate,1,38,1,64
Unhealthy,1,24,0,150
Good,1,41,0,26
Good,1,28,1,26
Good,1,30,1,28
Moderate,1,37,3,58
Moderate,2,0,7,93
Good,0,15,1,26
Good,0,15,0,12
Moderate,1,14,5,71
Good,1,47,0,23
Moderate,1,18,6,61
Unhealthy,4,9,25,150
Unhealthy,5,163,5,157
Moderate,1,45,0,62
Good,0,33,0,36
Moderate,1,43,0,66
Good,1,16,3,23
Good,1,46,0,23
Unhealthy,5,1,12,154
Moderate,1,23,16,63
Good,0,11,1,19
Good,0,16,1,31
Good,0,34,1,26
Moderate,2,10,7,65
Unhealthy,1,25,0,162
Good,1,24,0,38
Moderate,2,27,0,69
Moderate,0,24,0,78
Good,1,32,0,25
Good,1,34,0,30
Moderate,1,59,0,23
Good,0,29,2,31
Good,1,46,0,24
Good,1,12,0,30
Moderate,2,46,1,83
Moderate,1,44,7,93
Moderate,1,34,0,54
Moderate,1,50,0,57
Good,1,22,3,35
Unhealthy,1,67,1,168
Unhealthy for Sensitive Groups,0,24,0,148
Very Unhealthy,1,47,1,277
Hazardous,4,90,9,361
Good,0,20,0,28
Moderate,1,22,0,51
Good,0,30,1,30
Unhealthy,1,26,2,151
Good,1,47,0,19
Moderate,1,43,0,60
Good,1,41,0,30
Moderate,1,38,3,54
Moderate,2,23,1,55
Moderate,1,22,5,67
Moderate,1,27,0,93
Good,0,24,1,44
Good,1,36,0,16
Good,2,19,1,34
Good,1,48,0,48
Good,1,35,0,18
Unhealthy for Sensitive Groups,0,24,0,146
Moderate,1,45,0,93
Moderate,1,45,1,74
Moderate,2,35,4,69
Moderate,1,18,1,94
Good,1,24,0,43
Moderate,1,12,6,54
Good,1,31,3,34
Good,1,12,1,46
Good,0,31,2,12
Good,1,11,1,36
Good,1,41,1,43
Unhealthy,1,34,0,198
Moderate,1,41,2,85
Very Unhealthy,1,48,0,218
Unhealthy for Sensitive Groups,3,2,11,126
Unhealthy for Sensitive Groups,4,3,8,105
Good,1,32,0,20
Moderate,2,21,0,68
Good,0,21,0,30
Good,1,15,0,15
Good,1,28,0,43
Unhealthy,4,93,2,158
Very Unhealthy,2,94,0,202
Moderate,1,31,2,54
Moderate,1,41,0,52
Moderate,1,13,4,64
Good,1,29,9,50
Unhealthy,6,1,16,159
Unhealthy for Sensitive Groups,3,11,31,116
Moderate,2,16,1,53
Good,1,38,0,18
Moderate,1,42,0,62
Moderate,1,56,1,30
Unhealthy for Sensitive Groups,2,124,0,139
Unhealthy,2,104,1,195
Moderate,3,6,34,97
Moderate,1,35,6,52
Good,1,29,3,48
Good,1,14,1,38
Moderate,1,43,2,51
Moderate,2,11,26,81
Moderate,2,22,1,65
Unhealthy for Sensitive Groups,3,149,3,132
Good,0,21,0,41
Moderate,0,18,1,54
Moderate,0,40,0,82
Moderate,2,35,1,94
Unhealthy,1,52,0,178
Moderate,2,27,6,58
Very Unhealthy,2,121,1,204
Good,0,35,1,28
Good,1,42,2,48
Moderate,1,33,0,94
Good,1,15,11,48
Moderate,2,35,5,55
Moderate,2,43,6,66
Good,1,32,0,12
Moderate,2,56,7,61
Good,0,12,0,10
Good,1,31,2,41
Moderate,0,27,0,56
Unhealthy for Sensitive Groups,2,55,1,102
Unhealthy for Sensitive Groups,4,8,35,117
Good,0,18,0,14
Good,0,30,1,25
Moderate,1,44,5,71
Moderate,1,7,0,59
Good,1,29,1,39
Unhealthy,8,39,26,163
Good,1,32,3,32
Good,1,23,0,25
Good,1,29,0,50
Very Unhealthy,3,161,1,296
Good,1,30,0,12
Good,1,38,1,25
Moderate,2,9,20,79
Good,0,29,1,28
Good,0,11,0,13
Unhealthy,4,157,1,158
Moderate,1,19,3,51
Good,1,19,5,50
Moderate,1,44,4,52
Good,1,27,2,41
Good,1,32,4,35
Good,1,30,1,32
Unhealthy for Sensitive Groups,3,20,4,106
Unhealthy,6,110,5,151
Good,0,35,0,17
Good,1,33,0,46
Moderate,1,33,1,69
Moderate,1,44,0,81
Good,1,30,1,39
Good,1,20,4,46
Unhealthy for Sensitive Groups,3,134,11,121
Good,1,33,2,30
Good,1,32,1,29
Moderate,1,40,0,95
Good,1,26,4,43
Moderate,2,8,13,70
Moderate,2,28,14,63
Moderate,1,43,5,56
Moderate,1,43,5,54
Good,0,27,1,35
Good,1,23,4,41
Unhealthy for Sensitive Groups,3,13,11,100
Good,0,16,0,21
Good,1,32,0,23
Good,1,35,0,14
Moderate,1,25,0,77
Moderate,1,42,0,69
Good,1,26,0,44
Unhealthy for Sensitive Groups,3,124,1,91
Moderate,1,33,4,68
Good,0,40,0,31
Moderate,1,40,0,84
Good,1,44,0,41
Good,1,36,0,17
Moderate,0,43,0,78
Good,1,31,1,11
Moderate,1,40,0,60
Moderate,1,24,4,58
Good,1,38,0,9
Moderate,3,25,4,90
Moderate,1,40,0,54
Good,1,45,1,42
Good,3,1,25,40
Moderate,3,20,3,96
Moderate,2,8,4,69
Good,1,9,1,34
Moderate,1,27,0,64
Unhealthy,1,61,3,151
Unhealthy,3,139,0,174
Moderate,1,2,16,52
Good,1,33,1,14
Unhealthy for Sensitive Groups,1,18,2,125
Moderate,1,29,1,53
Good,1,23,6,32
Moderate,2,42,1,62
Good,1,38,1,38
Moderate,1,46,1,83
Moderate,1,28,4,52
Moderate,1,38,1,71
Moderate,1,34,4,52
Good,1,36,2,19
Good,1,25,2,39
Unhealthy,4,1,21,154
Good,1,35,0,24
Unhealthy,0,29,0,154
Moderate,1,23,1,63
Good,0,34,1,35
Unhealthy,1,75,0,150
Unhealthy for Sensitive Groups,3,132,1,96
Good,1,23,0,47
Good,1,27,4,50
Moderate,2,13,18,68
Unhealthy for Sensitive Groups,3,1,9,111
Moderate,1,27,3,53
Moderate,2,28,6,57
Unhealthy for Sensitive Groups,1,30,1,145
Good,1,34,1,15
Unhealthy,1,51,0,190
Moderate,1,24,1,61
Good,0,28,2,21
Moderate,2,7,6,71
Moderate,2,17,0,57
Moderate,2,9,5,54
Moderate,2,6,5,65
Moderate,1,31,1,55
Moderate,1,24,0,55
Moderate,2,10,8,76
Moderate,1,39,0,77
Good,0,14,0,28
Good,1,16,3,46
Unhealthy,1,36,0,156
Good,1,25,3,48
Unhealthy,4,195,3,161
Unhealthy,2,166,5,150
Unhealthy for Sensitive Groups,4,142,2,100
Good,1,37,1,41
Good,1,36,0,44
